COURSE_IDNUMBER,USER_USERNAME,USER_COMPLETED,USER_SCORE
https://xapi.percipio.com/xapi/video/db79bfe0-baac-11e7-8eee-1a67cef39ad4,psateamadmin,0,
https://xapi.percipio.com/xapi/video/db61f220-baac-11e7-8eee-1a67cef39ad4,psateamadmin,0,
https://xapi.percipio.com/xapi/video/90c5ce94-5039-11e7-867a-028372024997,psateamadmin,0,
https://xapi.percipio.com/xapi/course/90c5ce91-5039-11e7-867a-028372024997,psateamadmin,0,
https://xapi.percipio.com/xapi/video/90c5ce92-5039-11e7-867a-028372024997,psateamadmin,0,
https://xapi.percipio.com/xapi/course/9f297990-9e05-11e7-b36b-e758691dfee8,psateamadmin,1,81
https://xapi.percipio.com/xapi/lc/978d454e-2661-4e66-83fa-cc7a20055e6a,psateamadmin,1,
https://xapi.percipio.com/xapi/channel/f1092ea0-eb3e-11e7-b134-1da7c74af21b,psateamadmin,1,
https://xapi.percipio.com/xapi/book/324ea163-a3aa-43a4-96ca-d6a768bcec2f,psateamadmin,1,
https://xapi.percipio.com/xapi/video/d4ab621a-c8da-4ffc-9f5e-49427cc842cf,psateamadmin,0,
https://xapi.percipio.com/xapi/channel/1493dff1-1a2f-11e7-aa4b-c7a8e598b690,psateamadmin,1,
https://xapi.percipio.com/xapi/course/ed3cf022-ec51-4129-8da0-6ee3db2e7d82,psateamadmin,0,
https://xapi.percipio.com/xapi/book/17345cdc-7288-4427-97a7-beab2576709f,psateamadmin,0,
https://xapi.percipio.com/xapi/course/f8fcaa13-0dd9-4fa3-9097-f74da4d74b2d,psateamadmin,0,
https://xapi.percipio.com/xapi/channel/20d044dd-5633-4d7c-b57d-b24a608b2044,psateamadmin,1,
https://xapi.percipio.com/xapi/video/6d052404-f617-45b7-a702-cd10367ed586,psateamadmin,1,
https://xapi.percipio.com/xapi/book/04bd0660-9edc-11e7-8bf2-22ff7d3cd0ad,psateamadmin,1,
